Sigla;Código;Município;1970;1975;1980;1985;1996
BA;2911808;Guaratinga;1277.394324;1114.49787;815.7562033;2873.408678;7699.397854
BA;2911857;Heliópolis;;;;;3576.670375
BA;2911907;Iaçu;1491.878628;2088.087631;2451.832688;6458.752784;16889.05495
BA;2912004;Ibiassucê;887.9935523;1559.961525;2299.031085;3096.046395;2937.434532
BA;2912103;Ibicaraí;6220.520386;6017.232236;4883.078554;15852.78434;37928.49931
BA;2912202;Ibicoara;269.1754234;413.6127328;533.1866614;1353.9386;4245.636819
BA;2912301;Ibicuí;2528.72714;3059.90791;3106.287323;6792.437721;9982.565099
BA;2912400;Ibipeba;500.4950806;424.7878205;302.4622515;1112.87452;4147.488038
BA;2912509;Ibipitanga;99.3000502;252.3728789;538.0997341;1250.139454;2959.267121
BA;2912608;Ibiquera;356.6812148;535.1414935;673.571801;1546.094093;4245.279527
BA;2912707;Ibirapitanga;1323.144634;2763.050759;4840.57873;6465.270578;5969.240865
BA;2912806;Ibirapuã;686.9204622;805.929262;793.257665;1640.416274;1876.125056
BA;2912905;Ibirataia;1100.956016;3708.987319;10482.56609;10127.61658;12743.30602
BA;2913002;Ibitiara;671.4167187;1239.685954;1920.251403;5601.019404;4310.123148
BA;2913101;Ibititá;952.101056;1816.515424;2907.515336;4658.484754;8435.892733
BA;2913200;Ibotirama;1150.891386;1671.177181;2035.811372;7620.705104;21334.42394
BA;2913309;Ichu;564.1270093;1103.14397;1809.732472;4333.509752;6072.560348
BA;2913408;Igaporã;1133.390228;1468.093059;1595.344901;2286.385923;4578.812877
BA;2913457;Igrapiúna;;;;;5356.272925
BA;2913507;Iguaí;3535.424201;2187.071139;1135.040009;4502.125897;10298.06614
BA;2913606;Ilhéus;49950.87381;77763.65594;101563.3768;215737.2019;299560.5194
BA;2913705;Inhambupe;2729.705116;2646.735684;2152.941817;4053.753981;8959.182276
BA;2913804;Ipecaetá;597.322141;1281.488268;2306.468554;2982.150694;3768.291338
BA;2913903;Ipiaú;8545.606331;12334.03429;14934.62431;31516.95313;38388.225
BA;2914000;Ipirá;3027.224806;5025.690886;6999.608569;16353.22516;26723.7162
BA;2914109;Ipupiara;274.6920929;295.9868881;267.562761;1144.636404;5766.447117
BA;2914208;Irajuba;302.2754402;627.6012949;1093.180009;1082.811891;1962.085974
BA;2914307;Iramaia;249.2012754;440.9572534;654.5903559;841.4240013;2238.523231
BA;2914406;Iraquara;228.2759775;826.0705297;2507.84637;4658.992441;5910.429741
BA;2914505;Irará;2603.107063;2360.681104;1796.013094;4951.922421;13058.02247
BA;2914604;Irecê;7095.00761;11444.33683;15486.57138;31397.87103;46214.18302
BA;2914653;Itabela;;;;;11177.22073
BA;2914703;Itaberaba;9901.850983;13317.82992;15027.17775;31996.99915;62701.50898
BA;2914802;Itabuna;70098.51159;106541.2757;135848.1942;254009.8314;260476.8986
BA;2914901;Itacaré;1469.526605;2189.1133;2735.809842;5686.52962;9439.110535
BA;2915007;Itaeté;1290.805538;1165.729532;883.2052854;2287.427814;2951.232776
BA;2915106;Itagi;505.3459451;1250.690892;2596.797416;3960.982441;4409.604612
BA;2915205;Itagibá;900.7389611;2050.43337;3915.788762;11146.667;14921.19979
BA;2915304;Itagimirim;440.3824065;495.8762355;468.4287178;1919.389405;5004.08093
BA;2915353;Itaguaçu da Bahia;;;;;1851.257151
BA;2915403;Itaju do Colônia;753.3107256;1687.335667;3170.704027;5134.219612;10184.46196
BA;2915502;Itajuípe;3710.150439;6052.757201;8284.033909;15416.99938;17211.16602
BA;2915601;Itamaraju;3499.75608;5558.074677;7405.218204;24993.34153;46688.77659
BA;2915700;Itamari;1129.680743;2093.509976;3254.7769;6147.129586;7534.060779
BA;2915809;Itambé;2393.378509;3507.871353;4313.231916;7666.251849;12414.90725
BA;2915908;Itanagra;262.5173741;639.5628811;1307.179808;2365.610604;2057.145705
BA;2916005;Itanhém;1207.294576;1857.59985;2397.827665;6065.343908;9635.504925
BA;2916104;Itaparica;4858.09326;7667.582101;10152.61468;14944.53236;13159.0561
BA;2916203;Itapé;319.9668284;732.0693865;1405.162066;3507.822705;8622.320455
BA;2916302;Itapebi;1185.227898;2209.821648;3456.5231;5409.611707;6129.548691
BA;2916401;Itapetinga;8591.737102;14329.26808;20049.05546;38876.70637;61831.63099
BA;2916500;Itapicuru;1510.806511;2552.830553;3618.778587;7030.120245;10549.68113
BA;2916609;Itapitanga;1163.256335;747.0698991;402.5074578;1467.30717;3890.185466
BA;2916708;Itaquara;275.8334728;506.0166283;778.7704987;1869.812819;3766.780631
BA;2916807;Itarantim;523.1324484;1007.655058;1628.317164;4981.799738;10032.26848
BA;2916856;Itatim;;;;;5215.779213
BA;2916906;Itiruçu;697.1928812;1260.830999;1912.879855;2879.618761;5680.085323
BA;2917003;Itiúba;2944.094304;5573.544843;8851.93393;13852.27339;15325.21258
BA;2917102;Itororó;3445.25519;4665.366933;5300.015012;10347.12685;13956.50764
BA;2917201;Ituaçu;3961.634474;2133.842664;964.2225138;5994.357873;10817.27446
BA;2917300;Ituberá;2071.319151;2786.233745;3144.234703;7424.699408;8650.280596
BA;2917334;Iuiú;;;;;3227.97503
BA;2917359;Jaborandi;;;;;3298.21876
BA;2917409;Jacaraci;269.1754234;424.8736468;562.6146873;2175.214778;6200.25598
BA;2917508;Jacobina;9334.014489;18059.16485;29312.55908;57945.23762;60618.71697
BA;2917607;Jaguaquara;2322.708071;3541.803282;4153.349595;15922.75055;29184.49062
BA;2917706;Jaguarari;492.6956514;1550.514509;4093.547379;7612.271066;15673.40831
BA;2917805;Jaguaripe;1285.288868;778.9133184;396.0083971;1007.917783;3896.84192
BA;2917904;Jandaíra;587.239952;824.2742742;970.6323869;2355.070633;4208.856221
BA;2918001;Jequié;24223.69558;34598.94572;41458.36898;97528.61494;154472.189
BA;2918100;Jeremoabo;2881.984216;3938.781024;4516.052244;12868.12742;18031.21849
BA;2918209;Jiquiriçá;607.0238701;1349.331403;2516.276536;4195.052181;3355.075207
BA;2918308;Jitaúna;308.3627996;819.5023133;1827.112418;6023.343551;15297.23152
BA;2918357;João Dourado;;;;;2925.712924
BA;2918407;Juazeiro;29336.79213;46074.24455;60705.87232;125301.5474;189275.215
BA;2918456;Jucuruçu;;;;;7012.352163
BA;2918506;Jussara;0;732.1464912;843.4198661;1493.652036;2874.217454
BA;2918555;Jussari;;;;;6411.463812
BA;2918605;Jussiape;1083.930433;986.4289731;753.10774;1890.402242;4151.118022
BA;2918704;Lafaiete Coutinho;61.34916894;239.6302849;785.2385376;1187.005946;2203.383449
BA;2918753;Lagoa Real;;;;;2486.016867
BA;2918803;Laje;1132.629308;1825.298225;2467.781755;3195.24476;5959.466551
BA;2918902;Lajedão;185.4742317;282.3632116;360.6280691;985.3022216;2120.237581
BA;2919009;Lajedinho;404.4289401;580.5668772;699.1802716;1577.667531;3631.746644
BA;2919058;Lajedo do Tabocal;;;;;3722.650133
BA;2919108;Lamarão;771.9532638;798.9497282;693.7049293;1650.745099;2770.259403
BA;2919157;Lapão;;;;;5587.423749
BA;2919207;Lauro de Freitas;4514.728144;11339.27036;23892.71473;66971.02402;170374.3424
BA;2919306;Lençóis;1194.263822;1753.128216;2159.006573;2950.046726;4397.337767
BA;2919405;Licínio de Almeida;806.9555803;1296.339487;1747.087886;3418.268037;4601.771724
BA;2919504;Livramento de Nossa Senhora;2204.480137;3180.503828;3849.572796;10977.16324;22215.90403
BA;2919553;Luís Eduardo Magalhães;;;;;
BA;2919603;Macajuba;1692.856603;763.7939851;289.1073798;922.6290221;3815.011848
BA;2919702;Macarani;1251.808391;2031.454298;2765.687684;4643.923547;5742.685231
BA;2919801;Macaúbas;2313.196572;2204.681379;1762.812045;6091.610377;10322.233
BA;2919900;Macururé;353.8277651;343.6286783;279.9714687;788.5104363;3304.995108
BA;2919926;Madre de Deus;;;;;10993.80429
BA;2919959;Maetinga;;;;;3421.390694
BA;2920007;Maiquinique;291.4323312;457.9578075;603.7262872;866.6337371;1557.465769
BA;2920106;Mairi;3506.128784;4092.853173;4008.218124;5935.643075;6409.084109
BA;2920205;Malhada;855.0837656;828.0926279;672.7846236;2964.887159;7684.697604
BA;2920304;Malhada de Pedras;114.1379887;400.6566707;1179.889732;2778.933982;4108.801225
BA;2920403;Manoel Vitorino;547.7672309;827.7049139;1049.257061;2820.50625;5592.883195
BA;2920452;Mansidão;;;;;3814.944117
BA;2920502;Maracás;2478.316195;3272.423677;3625.010085;8865.653761;12825.92638
BA;2920601;Maragogipe;2667.499912;4299.06019;5812.587707;10612.84396;14492.27673
BA;2920700;Maraú;2058.668857;1643.197846;1100.322772;3653.149104;6604.422995
BA;2920809;Marcionílio Souza;2366.460966;1515.959319;814.7092186;1851.411253;3936.337259
BA;2920908;Mascote;573.8287384;988.8387361;1429.537422;4089.800504;8202.290948
BA;2921005;Mata de São João;3908.084734;6803.216309;9935.539846;14462.61274;13587.08958
BA;2921054;Matina;;;;;3642.56306
BA;2921104;Medeiros Neto;1051.971796;2372.532433;4488.974118;11714.73979;25961.20448
BA;2921203;Miguel Calmon;2359.327342;1649.718777;967.7396069;4290.70067;12182.95818
BA;2921302;Milagres;521.8008385;1159.026928;2159.77824;2497.827368;2483.333672
BA;2921401;Mirangaba;37.09484634;127.0286933;364.9362174;1721.940523;7271.402441
BA;2921450;Mirante;;;;;2832.259626
BA;2921500;Monte Santo;2636.01685;2280.344487;1654.929965;5149.500522;7449.331242
BA;2921609;Morpará;687.6813821;804.2322424;789.0464598;1228.761178;2889.068996
BA;2921708;Morro do Chapéu;2032.607349;2805.362901;9651.477381;14869.53388;33901.22233
BA;2921807;Mortugaba;159.5078393;352.5223724;653.6092924;1894.957208;4929.743562
BA;2921906;Mucugê;854.7033056;1332.90382;1743.849989;3114.422969;3001.141004
BA;2922003;Mucuri;1060.05657;2365.849213;4429.676005;11808.42272;28015.92485
BA;2922052;Mulungu do Morro;;;;;318.5325522
BA;2922102;Mundo Novo;1968.975421;2797.395153;3334.219774;5058.419878;7907.119941
BA;2922201;Muniz Ferreira;104.4362597;407.276845;1332.46255;3042.879992;3457.777499
BA;2922250;Muquém de São Francisco;;;;;1738.920537
BA;2922300;Muritiba;3136.89239;4082.527759;4457.440489;11507.59711;17677.96613
BA;2922409;Mutuípe;1201.207216;1968.607054;2706.618357;5839.861992;12208.09902
BA;2922508;Nazaré;4579.216108;6356.095189;7401.445181;14671.4233;23166.83075
BA;2922607;Nilo Peçanha;426.1151579;583.0708317;669.3334518;2288.936571;7150.667257
BA;2922656;Nordestina;;;;;2994.376645
BA;2922706;Nova Canaã;589.7129418;1121.710797;1789.97936;4203.124529;8653.61942
BA;2922730;Nova Fátima;;;;;7823.979569
BA;2922755;Nova Ibiá;;;;;5734.545969
BA;2922805;Nova Itarana;368.1901287;442.5407804;446.2326418;1265.578331;1595.046328
BA;2922854;Nova Redenção;;;;;4682.20813
BA;2922904;Nova Soure;1234.402348;2293.699801;3575.553629;10074.67867;20787.51175
BA;2923001;Nova Viçosa;1135.007183;1317.281751;1282.583422;4046.120926;6913.527194
BA;2923035;Novo Horizonte;;;;;1389.490648
BA;2923050;Novo Triunfo;;;;;4585.002192
BA;2923100;Olindina;1121.500854;1791.852223;2401.771307;5270.312295;10100.00594
BA;2923209;Oliveira dos Brejinhos;1272.258114;1410.437459;1311.774907;2732.702364;5694.14701
BA;2923308;Ouriçangas;278.4015775;457.0321074;629.4317009;1285.197482;2682.598688
BA;2923357;Ourolândia;;;;;5199.925899
BA;2923407;Palmas de Monte Alto;723.4446186;812.1865893;764.9503005;2476.402008;7271.203891
BA;2923506;Palmeiras;1055.015476;1312.506599;1369.843782;4811.722202;10002.64775
BA;2923605;Paramirim;1703.889942;1304.016484;1694.626196;2076.003826;7544.462189
BA;2923704;Paratinga;1838.002079;2486.089355;2821.073176;2399.658579;4284.182213
BA;2923803;Paripiranga;2414.494037;3258.314589;3688.814109;6728.778546;5136.778823
BA;2923902;Pau Brasil;2108.889572;1753.873421;1223.684715;2773.4725;7163.297136
BA;2924009;Paulo Afonso;14961.58802;21131.04864;25037.51884;56928.65779;98117.6962
BA;2924058;Pé de Serra;;;;;5570.038547
BA;2924108;Pedrão;404.0484801;582.8835657;705.4350359;1714.561072;1313.260978
BA;2924207;Pedro Alexandre;319.2059085;384.1141527;387.7721174;1124.438516;2002.153789
BA;2924306;Piatã;271.0777232;329.0248003;335.0351094;1569.622909;9136.14836
BA;2924405;Pilão Arcado;332.7122372;645.2729625;1049.893008;2691.587882;7792.239487
BA;2924504;Pindaí;485.0864521;451.7052281;352.8726268;1587.94281;5915.879789
BA;2924603;Pindobaçu;1003.463151;1961.653224;3217.139738;5600.979376;6725.389815
BA;2924652;Pintadas;;;;;3019.117421
BA;2924678;Piraí do Norte;;;;;1952.231017
BA;2924702;Piripá;210.2041293;469.0531349;878.0711825;2428.922991;2403.59526
BA;2924801;Piritiba;726.1078383;2504.917185;7249.574231;14725.13551;10940.96884
BA;2924900;Planaltino;829.4027181;695.045967;488.6394005;1301.352758;2743.961855
BA;2925006;Planalto;628.9003179;1411.514263;2657.759071;6377.807249;9600.295881
BA;2925105;Poções;4447.196501;5534.454749;5778.169054;12810.28534;21446.87017
BA;2925204;Pojuca;4782.571958;6612.57673;7670.20228;11390.02019;17652.37034
BA;2925253;Ponto Novo;;;;;3277.02615
BA;2925303;Porto Seguro;3152.681479;10268.61404;23849.90857;27916.54622;34433.37681
BA;2925402;Potiraguá;1202.729056;1720.878062;2065.662069;4851.234034;8165.333531
BA;2925501;Prado;1204.155781;2690.426903;5042.972508;11389.70755;16634.93442
BA;2925600;Presidente Dutra;235.6949467;377.7771029;507.9814737;1802.124184;4838.937742
BA;2925709;Presidente Jânio Quadros;331.9513172;550.2927805;765.3148062;2318.485068;2341.274472
BA;2925758;Presidente Tancredo Neves;;;;;4526.363999
BA;2925808;Queimadas;2180.606275;3800.389295;5556.557289;12674.57566;16559.68205
BA;2925907;Quijingue;349.2622455;823.8693837;1630.391745;2994.579302;8408.681312
BA;2925931;Quixabeira;;;;;4989.399927
BA;2925956;Rafael Jambeiro;;;;;2554.220051
BA;2926004;Remanso;1331.419639;1822.597298;2093.116335;5546.402543;11865.69935
BA;2926103;Retirolândia;88.64717125;389.0502822;1432.430201;3071.122287;3488.347448
BA;2926202;Riachão das Neves;633.8462974;970.8824623;1247.602499;3915.048605;8801.541312
BA;2926301;Riachão do Jacuípe;2419.344901;4210.744777;6148.185086;17351.54518;18767.34407
BA;2926400;Riacho de Santana;1426.344399;1613.559612;1531.343113;3605.569375;8071.625341
BA;2926509;Ribeira do Amparo;964.2757748;1098.577147;1049.993828;3634.659586;7021.24542
BA;2926608;Ribeira do Pombal;1541.433538;3283.414095;5867.503995;15548.72618;29884.0013
BA;2926657;Ribeirão do Largo;;;;;4826.275448
BA;2926707;Rio de Contas;1787.971594;2168.776058;2206.966229;4362.899479;8523.102861
BA;2926806;Rio do Antônio;123.6494878;311.1097412;656.6920807;1798.403889;5676.325045
BA;2926905;Rio do Pires;130.3075371;333.0845047;714.2762402;1317.714403;2113.441704
BA;2927002;Rio Real;2655.420308;3524.674958;3924.928551;6961.123929;9834.173792
BA;2927101;Rodelas;319.5863685;475.0796601;592.4770181;1282.605633;3512.14988
BA;2927200;Ruy Barbosa;4710.094335;5265.223213;4937.769933;10503.42796;19487.58963
BA;2927309;Salinas da Margarida;1250.001207;2246.912108;3388.352761;5468.978913;5189.699788
BA;2927408;Salvador;1422086.386;2168106.116;2773077.275;5569957.669;7114159.557
BA;2927507;Santa Bárbara;1449.362227;2150.152836;2676.015382;5393.609794;6199.346514
BA;2927606;Santa Brígida;292.9541711;446.5347811;571.0021982;2082.21496;5562.049135
BA;2927705;Santa Cruz Cabrália;2715.723212;5810.515739;13110.08669;46407.40183;8038.560205
BA;2927804;Santa Cruz da Vitória;915.4817846;985.7480036;890.4488685;1950.399351;2603.340457
BA;2927903;Santa Inês;1599.929257;2428.920342;3093.517987;4292.025892;6212.907753
BA;2928000;Santaluz;2197.536743;3394.691702;4399.37937;7971.422089;11047.4843
BA;2928059;Santa Luzia;;;;;7804.609851
BA;2928109;Santa Maria da Vitória;2822.252001;3748.023703;6696.335874;20574.96984;27992.68078
BA;2928208;Santana;3010.389453;2260.900928;1424.515773;5734.539082;16414.7228
BA;2928307;Santanópolis;710.2236349;1103.475091;1438.324338;2682.300301;4799.758195
BA;2928406;Santa Rita de Cássia;1509.950476;2076.32341;2395.268369;5080.708524;6716.366565
BA;2928505;Santa Teresinha;3020.376527;2932.387928;2388.40868;4991.959887;1988.976087
BA;2928604;Santo Amaro;10623.86888;16222.31154;20781.15371;42378.15319;54527.13273
BA;2928703;Santo Antônio de Jesus;6460.971082;8159.322232;21154.41927;50173.14057;83673.31118
BA;2928802;Santo Estêvão;2962.641728;3574.964977;3619.022883;10672.32209;20197.76685
BA;2928901;São Desidério;866.6877944;1088.935218;1147.805467;3419.906505;6569.057192
BA;2928950;São Domingos;;;;;5296.61923
BA;2929008;São Félix;3807.833534;4942.636988;5382.280867;8131.980683;10520.65273
BA;2929057;São Félix do Coribe;;;;;3718.524758
BA;2929107;São Felipe;1311.350376;2671.223764;4564.872754;7889.38367;8245.532987
BA;2929206;São Francisco do Conde;2821.681311;5886.463005;10302.14736;16348.63785;44932.97124
BA;2929255;São Gabriel;;;;;2923.997198
BA;2929305;São Gonçalo dos Campos;1080.886753;2709.026656;5696.042798;7538.752083;9080.47845
BA;2929354;São José da Vitória;;;;;4388.657599
BA;2929370;São José do Jacuípe;;;;;5224.388901
BA;2929404;São Miguel das Matas;252.815645;753.4798931;1883.936544;3368.918124;4804.832173
BA;2929503;São Sebastião do Passé;1494.351617;3484.317271;6815.684376;14997.24917;16729.71017
BA;2929602;Sapeaçu;843.2895068;1302.942426;1688.887169;3061.356603;4582.073738
BA;2929701;Sátiro Dias;621.9569236;967.412847;1262.380495;1845.477225;4673.080816
BA;2929750;Saubara;;;;;6949.495235
BA;2929800;Saúde;642.2164166;942.0695944;1159.341688;2374.987031;3775.354954
BA;2929909;Seabra;2019.576596;5399.863596;12112.45374;22757.81478;25491.76282
BA;2930006;Sebastião Laranjeiras;142.6724859;166.1755737;162.3756964;950.6364869;4916.635283
BA;2930105;Senhor do Bonfim;8946.516017;16030.20411;24096.33775;48240.29228;58714.32528
BA;2930154;Serra do Ramalho;;;;;8467.247456
BA;2930204;Sento Sé;1378.406444;1946.016413;2677.938732;767.7666299;12607.60147
BA;2930303;Serra Dourada;241.5920762;339.7465431;400.8245268;1290.65434;3364.411957
BA;2930402;Serra Preta;428.9686077;899.6510767;1582.885783;2746.717225;5043.503374
BA;2930501;Serrinha;10769.77527;10517.28437;8616.432168;22910.14872;66210.61998
BA;2930600;Serrolândia;720.4960539;1091.545906;1387.328427;3744.952939;5893.217701
BA;2930709;Simões Filho;7348.29883;16698.24035;31833.28724;74504.26782;95540.39639
BA;2930758;Sítio do Mato;;;;;2091.643306
BA;2930766;Sítio do Quinto;;;;;4536.770548
BA;2930774;Sobradinho;;;;;22688.46093
BA;2930808;Souto Soares;0;805.2049519;927.5819265;2715.443574;5799.96828
BA;2930907;Tabocas do Brejo Velho;283.442672;359.637059;382.8163897;1487.356392;5364.973356
BA;2931004;Tanhaçu;101.77304;283.0404759;660.3759158;3332.751893;11524.07877
BA;2931053;Tanque Novo;;;;;1163.204359
BA;2931103;Tanquinho;338.6093666;762.3909648;1440.069312;3390.247642;5435.081276
BA;2931202;Taperoá;2484.213325;1496.361747;756.1556288;2528.88932;10379.13816
BA;2931301;Tapiramutá;273.550713;429.7230081;566.3256665;1804.036865;6532.869726
BA;2931350;Teixeira de Freitas;;;;;103750.6362
BA;2931400;Teodoro Sampaio;505.6312901;1266.296856;2660.504497;2715.308596;2318.312129
BA;2931509;Teofilândia;433.6292422;456.7408514;403.5970975;1740.617888;7839.061142
BA;2931608;Teolândia;998.8976314;1227.459541;1265.377973;2322.353234;5132.369152
BA;2931707;Terra Nova;2066.087826;2168.828847;1909.979319;3439.60419;5994.738869
BA;2931806;Tremedal;439.4312566;846.05289;1366.567107;4511.140817;7095.805963
BA;2931905;Tucano;3691.222556;5459.728953;6774.836461;9716.605747;15524.41878
BA;2932002;Uauá;2096.809968;4005.381824;6418.826758;6230.537393;7569.506581
BA;2932101;Ubaíra;2476.318781;2587.144381;2267.575011;3299.200185;3425.543169
BA;2932200;Ubaitaba;3935.287622;4220.857362;3797.97196;8452.987037;15358.33757
BA;2932309;Ubatã;2454.727678;2832.87703;2742.704431;6882.229581;19888.44965
BA;2932408;Uibaí;87.50579136;263.298664;664.6414091;2299.677635;4650.492988
BA;2932457;Umburanas;;;;;4738.196132
BA;2932507;Una;1634.075539;4286.222876;9432.009996;9213.582225;4755.0527
BA;2932606;Urandi;930.7952981;1368.00153;1686.731156;3551.558237;5300.475021
BA;2932705;Uruçuca;4263.434339;8512.942095;14260.23431;14814.39423;12591.13215
BA;2932804;Utinga;218.3840184;1311.712601;1070.75127;9071.548954;7813.061451
BA;2932903;Valença;10995.29291;12598.27584;12109.94873;31100.79125;61507.918
BA;2933000;Valente;1205.677621;2395.516567;3992.951536;6420.766619;5873.724516
BA;2933059;Várzea da Roça;;;;;4962.765114
BA;2933109;Várzea do Poço;277.7357726;543.7213827;892.9926536;1672.516399;4062.446199
