Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
BA,2910909,Firmino Alves,239.5700886314,414.1404664046,312.7517626271,494.4306643856,
BA,2911006,Floresta Azul,582.7423113355,1630.3178647196,617.644419404,995.6617073044,
BA,2911105,Formosa do Rio Preto,145.8293475295,939.1349613909,1181.4049832183,2365.2193806153,
BA,2911204,Gandu,732.3613797156,3427.4908375691,2682.4744723318,4031.7979767774,
BA,2911253,Gavião,,,480.6139389082,380.6616752049,
BA,2911303,Gentio do Ouro,259.7655023457,500.5156355409,758.4802117206,538.2502876221,
BA,2911402,Glória,128.7615891767,516.210546067,580.5563458657,1130.9676816254,
BA,2911501,Gongogi,405.9756583462,546.0925413163,277.6928110621,600.2823109341,
BA,2911600,Governador Mangabeira,368.8120377323,1641.0780766916,708.7554640393,1611.5168735072,
BA,2911659,Guajeru,,,287.4898967134,1110.6545027215,
BA,2911709,Guanambi,1136.8167037343,4512.1957546905,5220.5642208182,10813.6048684727,
BA,2911808,Guaratinga,820.1763930604,1773.4480039029,1643.0323711214,1943.3597825715,
BA,2911857,Heliópolis,,,397.1433829641,998.1387238401,
BA,2911907,Iaçu,618.8292298256,1791.9179626838,1132.0289298701,2473.6030611251,
BA,2912004,Ibiassucê,173.3277785219,502.4038565853,484.3983179896,1357.0294906873,
BA,2912103,Ibicaraí,1276.613039902,2859.7983880735,1629.9467173498,3041.1036816624,
BA,2912202,Ibicoara,131.5152016999,393.0101604075,321.5725769661,1900.2832290114,
BA,2912301,Ibicuí,469.7804076332,1170.4934083669,1500.9219708485,1709.8039533517,
BA,2912400,Ibipeba,250.1718351273,761.6661539441,854.5312215713,1248.1575901224,
BA,2912509,Ibipitanga,175.5836337795,475.5667706675,662.5101351746,1265.7335174997,
BA,2912608,Ibiquera,214.3265463777,413.6429954543,232.71425316,290.1415266104,
BA,2912707,Ibirapitanga,542.3147561863,1785.4948837374,946.9256754025,1549.0098039165,
BA,2912806,Ibirapuã,423.4947810543,687.7883350496,461.3961460708,843.3228787004,
BA,2912905,Ibirataia,550.3996873047,2367.195063168,1240.2956314506,2291.7596033799,
BA,2913002,Ibitiara,418.574233018,1369.8461434791,597.3104267166,1195.2416907136,
BA,2913101,Ibititá,229.7560550896,1238.6381019457,796.2032832891,1498.8516155518,
BA,2913200,Ibotirama,317.27724667,1097.3322469388,1324.0887443033,3415.7528959893,
BA,2913309,Ichu,85.7727587778,321.5204081776,401.9757219456,525.7225989181,
BA,2913408,Igaporã,326.4765741518,740.3348074936,585.8056009578,1467.4262776331,
BA,2913457,Igrapiúna,,,585.5297314604,944.0658948285,
BA,2913507,Iguaí,650.8026436128,1443.7682746107,1176.8556416315,2201.5308677366,
BA,2913606,Ilhéus,7389.8764041635,19865.9508469355,17786.0636815059,37456.2512808421,
BA,2913705,Inhambupe,495.2249858309,1420.9486373782,1125.8378884322,2303.9911807042,
BA,2913804,Ipecaetá,326.9781974931,865.1356758887,682.0267656969,1278.7756068876,
BA,2913903,Ipiaú,1338.6703229054,5670.0547092301,3828.3527129519,5815.8574594294,
BA,2914000,Ipirá,1339.292761117,4083.4823869047,3151.0667112666,5523.4707823151,
BA,2914109,Ipupiara,140.8140806348,287.0160058741,351.7684975423,712.4317310961,
BA,2914208,Irajuba,164.3478508445,449.2724536491,206.4398610418,444.9331378001,
BA,2914307,Iramaia,302.4924061058,827.3712998062,587.9803045809,1164.8488738687,
BA,2914406,Iraquara,289.5468511267,678.2138898703,640.8131945209,1306.5240359149,
BA,2914505,Irará,548.5140088096,1347.8641822697,1093.0513509818,2360.0287069459,
BA,2914604,Irecê,2326.5773831778,11859.1464938342,4706.4593925261,8928.0903531508,
BA,2914653,Itabela,,,1148.8594001661,2566.4983301225,
BA,2914703,Itaberaba,1305.5303207309,3617.9197870659,2959.9332956751,7109.2729585127,
BA,2914802,Itabuna,9520.9086374363,28281.4829871526,22987.2630682509,40146.6749041276,
BA,2914901,Itacaré,592.4683916517,1157.781262508,1053.8042134283,1704.3426658249,
BA,2915007,Itaeté,706.580452919,1010.02607277,452.3032601793,840.094917559,
BA,2915106,Itagi,362.8621470012,938.4889615566,541.9843331025,1353.0437260899,
BA,2915205,Itagibá,471.1973244317,1323.3919539781,823.0512372073,1269.3733411529,
BA,2915304,Itagimirim,296.9909801732,546.9060673942,491.5517703989,1096.820080985,
BA,2915353,Itaguaçu da Bahia,,,441.3658236807,752.3641562078,
BA,2915403,Itaju do Colônia,333.9728952223,780.3257278796,332.8950511833,796.0484109047,
BA,2915502,Itajuípe,1117.3587439882,2582.3216105755,1415.3308343346,2166.848133549,
BA,2915601,Itamaraju,1883.6198097825,7062.0222473687,5464.1303529181,9059.1088638831,
BA,2915700,Itamari,287.086093849,998.9438017879,537.2968257466,883.3038370206,
BA,2915809,Itambé,1076.2700898689,1782.6757472708,1206.0813039369,2352.4200725309,
BA,2915908,Itanagra,96.724385138,326.102535453,212.2198974837,513.2159796121,
BA,2916005,Itanhém,769.4573440022,2009.6678931055,1608.2550047541,2513.3828372871,
BA,2916104,Itaparica,522.7669101766,1414.1227158384,814.4797761525,2470.7628359678,
BA,2916203,Itapé,434.3613537459,733.8351118378,479.3303619307,1103.5624865571,
BA,2916302,Itapebi,600.019804303,809.1895721901,459.450985785,958.6684393168,
BA,2916401,Itapetinga,2616.1493637975,6110.6476546322,4887.5881106653,9168.8743594184,
BA,2916500,Itapicuru,398.4397099983,1027.4387209607,1043.568954945,1694.2329985701,
BA,2916609,Itapitanga,303.4898536748,762.6468030198,556.7570053354,833.4814518906,
BA,2916708,Itaquara,222.9556276718,476.5764534436,286.9618256974,644.4322570024,
BA,2916807,Itarantim,550.7717971052,1096.3944315322,684.8106870715,1625.7908156772,
BA,2916856,Itatim,,,425.6175527686,1153.5885757468,
BA,2916906,Itiruçu,350.0335408165,850.0941580374,603.3463028271,1506.7031117779,
BA,2917003,Itiúba,608.501008196,1744.5981387814,1565.6581715262,2407.861477186,
BA,2917102,Itororó,877.7886553568,1990.0665609152,1088.3994856325,2134.9652316783,
BA,2917201,Ituaçu,367.6580140915,853.8693007784,922.7309232724,2030.8355945872,
BA,2917300,Ituberá,606.7815709623,2750.8427960973,897.3102934957,2270.933699851,
BA,2917334,Iuiú,,,512.036499323,754.301268014,
BA,2917359,Jaborandi,,,438.0674552937,630.8660518177,
BA,2917409,Jacaraci,169.7110645655,820.2411516834,553.1409457611,1169.2486551304,
BA,2917508,Jacobina,2788.9010970179,9511.0304250795,5786.9566285809,11104.4340418115,
BA,2917607,Jaguaquara,830.4069962749,2878.5270066576,2249.378066981,5329.6978311272,
BA,2917706,Jaguarari,442.9827028883,2228.7274764025,1644.5546718468,2934.1581133601,
BA,2917805,Jaguaripe,265.1760754958,648.1776306849,733.3498223521,980.5012675625,
BA,2917904,Jandaíra,127.6510588892,367.723465131,315.1390141486,576.6035569778,
BA,2918001,Jequié,4849.7727523087,13499.1965176614,11340.3374087192,20286.6419578094,
BA,2918100,Jeremoabo,695.3871968182,2013.2629641768,2029.0313414615,2761.9618035615,
BA,2918209,Jiquiriçá,217.0231342821,658.5014410487,497.262584895,1250.9803088433,
BA,2918308,Jitaúna,487.3710527444,1194.2141208296,825.6732111646,1448.6735089953,
BA,2918357,João Dourado,,,932.3575104794,1847.9014585743,
BA,2918407,Juazeiro,3317.4651879296,13012.0725420235,10625.1904793551,30282.1228561545,
BA,2918456,Jucuruçu,,,536.3268973497,1007.9917804332,
BA,2918506,Jussara,582.8834231039,1090.167957335,611.6519485417,1134.0053710657,
BA,2918555,Jussari,,,312.9713430697,634.9836937978,
BA,2918605,Jussiape,204.868191814,501.4845008771,609.7474295871,1040.7105413256,
BA,2918704,Lafaiete Coutinho,130.4124035641,395.3721505078,141.8354920781,303.0463769743,
BA,2918753,Lagoa Real,,,165.1545649427,759.08650287,
BA,2918803,Laje,496.7018268051,1042.4225298519,1063.666391905,1933.8476422095,
BA,2918902,Lajedão,157.0622309077,452.3808517977,497.9947200075,520.2936513955,
BA,2919009,Lajedinho,143.5995882838,423.9860272031,189.4252162863,271.2966480391,
BA,2919058,Lajedo do Tabocal,,,258.8591788689,732.6501435067,
BA,2919108,Lamarão,186.7237313374,392.0501216747,336.7222786467,795.7292506772,
BA,2919157,Lapão,,,1031.7001643316,2506.8629591824,
BA,2919207,Lauro de Freitas,463.7377310817,4826.5826543633,11352.9419979163,36127.2569717397,
BA,2919306,Lençóis,244.8018557735,498.3371222975,456.5158350099,1101.5724223656,
BA,2919405,Licínio de Almeida,330.3049557609,827.0672972486,692.760550123,1407.2376930926,
BA,2919504,Livramento de Nossa Senhora,682.4290770925,2015.1553520948,2138.6923021496,4281.8200579055,
BA,2919553,Luís Eduardo Magalhães,,,,,
BA,2919603,Macajuba,148.5723283441,435.625583935,378.5245725597,715.6322138018,
BA,2919702,Macarani,325.3505795609,851.5601358831,708.9282355531,1348.0375007439,
BA,2919801,Macaúbas,667.832707726,1331.811413464,1300.1317414036,3149.7984018532,
BA,2919900,Macururé,172.2916701944,349.2978185873,177.7462537737,624.8146936148,
BA,2919926,Madre de Deus,,,795.3705687614,1923.1950019509,
BA,2919959,Maetinga,,,373.8646503696,814.1642119105,
BA,2920007,Maiquinique,161.2192289639,437.2537114131,331.2422694557,686.4737181007,
BA,2920106,Mairi,894.1131606277,2123.4797299174,928.8185620376,1497.115299576,
BA,2920205,Malhada,374.9793952298,1136.7202699901,442.9370218025,911.6218214705,
BA,2920304,Malhada de Pedras,201.2862725402,355.2427823837,377.1284048677,587.1836650745,
BA,2920403,Manoel Vitorino,284.3769411981,823.505247531,524.4821877559,1103.6493903588,
BA,2920452,Mansidão,,,285.3161802441,486.0138150639,
BA,2920502,Maracás,604.5682425389,1811.7103437916,1247.4031367676,2301.0560319083,
BA,2920601,Maragogipe,1256.1508669542,3564.7671913206,1886.6422333054,3388.4902292143,
BA,2920700,Maraú,345.3053300536,902.3841661277,1255.9309459798,1944.1312545977,
BA,2920809,Marcionílio Souza,238.8036390944,855.5757475595,436.2891765641,901.7338992253,
BA,2920908,Mascote,409.2453919952,1819.2048917378,743.8649599512,1186.9869812495,
BA,2921005,Mata de São João,1304.2825447507,3372.897220415,2158.0460897873,4145.7090062516,
BA,2921054,Matina,,,258.7372494003,435.9302513635,
BA,2921104,Medeiros Neto,830.3103443787,2434.6586745245,1844.3278023711,2959.1306267143,
BA,2921203,Miguel Calmon,615.6609806676,1562.894085091,1237.8378753088,2469.0625956882,
BA,2921302,Milagres,266.5891262185,693.1868559289,507.6957028512,1214.4557613451,
BA,2921401,Mirangaba,236.1737409983,839.6718660786,484.4841299563,882.2284257157,
BA,2921450,Mirante,,,376.8177654293,721.2154725148,
BA,2921500,Monte Santo,948.3851333908,2318.0950881062,1803.8045120325,2629.3556803642,
BA,2921609,Morpará,164.12845104,346.8435748,289.3195428352,669.2282876616,
BA,2921708,Morro do Chapéu,650.1753728063,2638.3832218044,1734.1917719631,3641.7758004839,
BA,2921807,Mortugaba,165.1316977228,504.6979669694,524.3974841013,1061.8549964245,
BA,2921906,Mucugê,149.4402623721,496.6571553265,524.8812668626,1032.6835866969,
BA,2922003,Mucuri,449.3984557591,1547.4509343839,1400.5277559159,4932.4187798527,
BA,2922052,Mulungu do Morro,,,486.9262533954,879.9345984407,
BA,2922102,Mundo Novo,699.0251741918,1444.0297123298,1331.1672154046,1925.4720708932,
BA,2922201,Muniz Ferreira,232.2815691377,406.8550238286,271.4351224475,621.3379220839,
BA,2922250,Muquém de São Francisco,,,275.4176487269,721.4614464886,
BA,2922300,Muritiba,966.3401561508,2258.3378183715,1463.0411397863,3528.0037572891,
BA,2922409,Mutuípe,508.5252532692,1438.2300962558,947.5205608684,3533.642493716,
BA,2922508,Nazaré,1027.9992333418,2264.1243513583,1644.8194398967,2809.4262487469,
BA,2922607,Nilo Peçanha,256.6861729322,636.456349463,579.0934683464,788.9293953334,
BA,2922656,Nordestina,,,271.2774796942,710.1160959344,
BA,2922706,Nova Canaã,393.7743229679,1008.2146028504,750.1661577634,1229.3563349061,
BA,2922730,Nova Fátima,,,962.6710148718,866.4032123572,
BA,2922755,Nova Ibiá,,,493.7344995613,577.5958579231,
BA,2922805,Nova Itarana,128.3807807056,408.7350007358,224.1287883519,470.1836984971,
BA,2922854,Nova Redenção,,,381.8054490352,628.9453443638,
BA,2922904,Nova Soure,352.2555679105,1248.1999568939,1199.9561841658,1750.4575400209,
BA,2923001,Nova Viçosa,490.9152777787,2096.7208288873,2073.4349013097,4009.0266233882,
BA,2923035,Novo Horizonte,,,568.6072396119,878.0361747518,
BA,2923050,Novo Triunfo,,,306.5444875749,819.1793475261,
BA,2923100,Olindina,298.6611249398,1000.5745279614,829.2164717608,2044.0502555102,
BA,2923209,Oliveira dos Brejinhos,407.1838070489,849.8147534759,687.4874816058,1461.2631540463,
BA,2923308,Ouriçangas,158.0306829078,284.8721717728,330.9232317348,538.7341720867,
BA,2923357,Ourolândia,,,496.4381144348,1025.927306345,
BA,2923407,Palmas de Monte Alto,307.7531688168,1003.2615790131,905.7245790168,2160.6792921906,
BA,2923506,Palmeiras,160.8239227084,510.2919724705,452.6202850704,855.9590706037,
BA,2923605,Paramirim,436.4055413508,1493.8351435847,828.7160774089,3212.7857394067,
BA,2923704,Paratinga,461.0798039358,725.6519992188,704.0605457978,1338.367759885,
BA,2923803,Paripiranga,572.128000093,2796.0527929642,1834.5027795097,2466.4889284926,
BA,2923902,Pau Brasil,629.1816144293,1560.4145712312,768.5941990975,1211.91403613,
BA,2924009,Paulo Afonso,2432.1473498576,8044.2944772081,9400.712858003,16161.6690324658,
BA,2924058,Pé de Serra,,,552.5362137104,913.1930417962,
BA,2924108,Pedrão,206.1478629199,518.3070659898,300.9349650875,393.0900005169,
BA,2924207,Pedro Alexandre,195.7577840767,626.8888490731,474.6003751294,904.2768170242,
BA,2924306,Piatã,282.871104655,911.8549323213,581.2562116649,1376.576709466,
BA,2924405,Pilão Arcado,464.9014199122,1195.2014906693,668.9070768933,1415.8511643738,
BA,2924504,Pindaí,296.2989525963,998.3538979303,649.7462561061,1220.5020868747,
BA,2924603,Pindobaçu,575.3774368438,1477.0873133675,794.0952087829,1577.6980387721,
BA,2924652,Pintadas,,,475.3516667098,930.1199672867,
BA,2924678,Piraí do Norte,,,638.2762107573,664.5619666429,
BA,2924702,Piripá,182.0032527262,499.3257914849,463.1646735206,1192.6736800066,
BA,2924801,Piritiba,412.1082211611,1320.2142871554,1039.3494449499,1685.9258050412,
BA,2924900,Planaltino,230.1426626745,920.3030222617,412.2122828079,586.0045354161,
BA,2925006,Planalto,668.496706253,1297.9132688771,973.1595554215,1962.4409064455,
BA,2925105,Poções,1278.8669621218,2968.4667345968,2006.0581338762,4540.0647639605,
BA,2925204,Pojuca,696.0879230658,2084.2859817504,2072.5181634243,3567.8544392361,
BA,2925253,Ponto Novo,,,467.4985024259,1000.5689831321,
BA,2925303,Porto Seguro,1004.1658422539,6712.7505053457,3195.5482242499,18752.7574167089,
BA,2925402,Potiraguá,456.5342652568,774.9294024498,468.4110185922,954.0370193909,
BA,2925501,Prado,802.7877504122,2181.8368404883,1278.7247741359,4137.1564773605,
BA,2925600,Presidente Dutra,112.0736727761,961.235476877,640.9143737762,1203.270882192,
BA,2925709,Presidente Jânio Quadros,243.9097587714,827.4784287841,516.8317946305,1168.0183016004,
BA,2925758,Presidente Tancredo Neves,,,626.6717771831,1621.2779964463,
BA,2925808,Queimadas,544.4913568891,1430.2313565955,905.3910223006,1971.9618335561,
BA,2925907,Quijingue,341.9650405204,988.4002224417,688.7413421724,1446.39761612,
BA,2925931,Quixabeira,,,567.91089787,589.5482250678,
BA,2925956,Rafael Jambeiro,,,942.9665642301,1285.6977055107,
BA,2926004,Remanso,581.7748258543,2034.7902881051,1612.6761348025,3482.4249420377,
BA,2926103,Retirolândia,285.9745970425,801.6822547924,452.6559633274,1158.5442571885,
BA,2926202,Riachão das Neves,426.4436304079,1131.2730011694,793.0362111297,1215.1761195633,
BA,2926301,Riachão do Jacuípe,1347.8348557046,5138.0986228817,2183.8165732521,3248.905938217,
BA,2926400,Riacho de Santana,797.1606770146,1727.9263876126,1135.6123831808,1993.6132319163,
BA,2926509,Ribeira do Amparo,567.2229163601,1125.4348975203,465.225909411,901.4155216792,
BA,2926608,Ribeira do Pombal,1154.6480120672,3409.5593912038,2702.2814387415,5017.6282537807,
BA,2926657,Ribeirão do Largo,,,463.8237586448,1168.4543886302,
BA,2926707,Rio de Contas,308.5138192401,760.5983141569,664.6026069051,1342.1038941398,
BA,2926806,Rio do Antônio,171.766850398,630.2568479319,404.5321154032,957.7516059618,
BA,2926905,Rio do Pires,166.7999094514,599.9187816385,473.8281922127,1202.3064963497,
BA,2927002,Rio Real,337.3547450709,1290.0648054995,1811.6156410539,3157.7139624601,
BA,2927101,Rodelas,68.6025494151,258.801566585,384.490430356,808.9826003004,
BA,2927200,Ruy Barbosa,892.4004890267,2988.7644723513,2056.897567744,2461.5905182927,
BA,2927309,Salinas da Margarida,328.0210714533,572.3440246655,418.912452894,760.0259086793,
BA,2927408,Salvador,122576.806308821,414822.687661985,445259.716152726,819660.012297984,
BA,2927507,Santa Bárbara,386.5408950551,1225.3010146463,757.2140766378,1341.611023182,
BA,2927606,Santa Brígida,195.9752508432,521.7498445492,505.6531950363,872.342980272,
BA,2927705,Santa Cruz Cabrália,809.8597696584,5281.332127415,463.9634846308,3915.2031422597,
BA,2927804,Santa Cruz da Vitória,304.3568211838,434.1864891453,246.1346344029,531.212924915,
BA,2927903,Santa Inês,227.1599851572,674.3619511994,375.0447111958,1089.349913469,
BA,2928000,Santaluz,516.1191927549,1939.2684280145,1706.9109591931,3559.8485312887,
BA,2928059,Santa Luzia,,,745.8068610848,1112.9061588418,
BA,2928109,Santa Maria da Vitória,1029.552429314,2396.3143413151,2523.3247630121,3944.8777778925,
BA,2928208,Santana,632.1739571361,1511.7380491055,1459.9629931724,2355.5633121796,
BA,2928307,Santanópolis,179.9667972729,674.3381148898,332.7236081613,576.5295232187,
BA,2928406,Santa Rita de Cássia,473.3246326674,1221.8248114873,841.7241252449,1773.3421387874,
BA,2928505,Santa Teresinha,370.5971982554,847.0872882301,403.0960487911,645.0468141176,
BA,2928604,Santo Amaro,2448.2630870326,5912.0324561598,4029.9931823026,7081.8793349212,
BA,2928703,Santo Antônio de Jesus,1796.1846383898,5281.9836830809,5671.6195004372,12046.2067156736,
BA,2928802,Santo Estêvão,741.4582561874,2119.3758970124,2159.61796395,3658.6262080671,
BA,2928901,São Desidério,157.5454903888,960.2444778247,941.4240565924,1558.131807833,
BA,2928950,São Domingos,,,502.7129616123,746.1847781434,
BA,2929008,São Félix,449.2805404458,1240.7248543582,737.2934171283,1504.942559863,
BA,2929057,São Félix do Coribe,,,618.2040714677,1169.7913350715,
BA,2929107,São Felipe,532.0609565167,1056.67440274,950.3303168459,2051.7559164693,
BA,2929206,São Francisco do Conde,1270.1905213985,1704.5071686223,1564.8097503808,3484.4947601395,
BA,2929255,São Gabriel,,,581.8214554583,1995.4174931568,
BA,2929305,São Gonçalo dos Campos,674.3103178104,1545.4286565006,1248.0025778165,3005.0357115614,
BA,2929354,São José da Vitória,,,268.0537903201,441.1557794269,
BA,2929370,São José do Jacuípe,,,624.7208591726,612.7894521109,
BA,2929404,São Miguel das Matas,356.3400770446,552.3001077642,475.6752783231,1034.7147626615,
BA,2929503,São Sebastião do Passé,1196.0768808612,3347.0807945211,3045.4201073561,4953.2861295224,
BA,2929602,Sapeaçu,381.716998915,716.1306480749,773.5858245679,1596.8871647067,
BA,2929701,Sátiro Dias,191.9071725314,614.5130998542,494.8916081588,878.2874546317,
BA,2929750,Saubara,,,404.8184342711,1052.7668896407,
BA,2929800,Saúde,191.3697879885,502.2770581715,429.1251801472,868.2201717085,
BA,2929909,Seabra,626.5555824091,1812.7793037061,1979.8685124374,4316.5224798899,
BA,2930006,Sebastião Laranjeiras,110.3754989596,541.2478561945,740.5776107144,806.8377924913,
