PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
BA,2907103,Carinhanha,1510.4260509059,2301.4928181766,2942.0270543461,4991.6388060153,5426.9091649056,
BA,2907202,Casa Nova,1437.282623126,3494.5480562343,7127.984406223,12418.3084957945,22179.700339529,
BA,2907301,Castro Alves,2937.911829999,8346.9495955388,3164.743969947,11214.4938150631,19063.6248245461,
BA,2907400,Catolândia,277.7357725848,164.9714110711,82.2076888784,538.2570085428,2796.6140006837,
BA,2907509,Catu,5529.2246342105,5637.9525591051,4822.8691769058,12451.5496454417,28583.0791931038,
BA,2907558,Caturama,,,,,3438.573782547,
BA,2907608,Central,1168.2974296774,1005.5354724364,726.0528793655,3086.3998066446,11877.2926309316,
BA,2907707,Chorrochó,854.4179606605,1419.1966133869,1977.6145321659,2708.2343308774,3563.105327313,
BA,2907806,Cícero Dantas,3924.064052656,3903.5075549952,3257.623147495,9200.0221077988,14256.8940589321,
BA,2907905,Cipó,3576.133417,6057.5736586684,8608.1648662503,14931.3274364694,15365.4600892287,
BA,2908002,Coaraci,5693.6784529774,8038.9582907457,9522.1166027998,11972.6426699527,12780.5234523509,
BA,2908101,Cocos,445.1381560604,763.0341784073,1097.2865159121,2175.9072759972,6788.5943614247,
BA,2908200,Conceição da Feira,1202.4437113068,1930.3506802154,2599.7677504081,5664.7900815107,7806.4796478654,
BA,2908309,Conceição do Almeida,2241.8603287061,3616.3604103687,4893.9749500646,9694.4705329489,11345.4534515425,
BA,2908408,Conceição do Coité,2561.7320421317,3496.4580016399,4003.5920028078,7943.0991226692,20761.5310153275,
BA,2908507,Conceição do Jacuípe,2059.8102366763,1817.0362721601,1344.7045153882,5823.1572438166,21867.1964288706,
BA,2908606,Conde,510.577269601,1247.132113187,2555.5849953571,4927.0460634565,5349.6006938171,
BA,2908705,Condeúba,1204.1557811379,2179.0767158218,3308.1808761554,4860.9162907256,3097.6618691289,
BA,2908804,Contendas do Sincorá,828.2613382423,811.781875246,667.4799010396,2153.3007232066,3508.2737838945,
BA,2908903,Coração de Maria,2244.2382034713,3440.2451766921,4424.2200516624,9157.0917127296,20075.0798163595,
BA,2909000,Cordeiros,48.5086452117,268.8635555174,1250.1773063414,2309.1538456195,4238.6828417599,
BA,2909109,Coribe,171.2069831002,2394.964935733,3879.4583926012,2108.1851819846,5907.5531874159,
BA,2909208,Coronel João Sá,229.4173573543,526.0878093684,1012.0852262875,1867.9215307749,2628.4987040988,
BA,2909307,Correntina,2927.639411013,3151.8253202889,2846.6467466411,6378.5572533557,9824.1918726883,
BA,2909406,Cotegipe,1798.6244724579,1810.3119045479,1528.5976865997,3282.5500008511,5217.8205335594,
BA,2909505,Cravolândia,284.9645118712,483.0622203851,686.9770830999,1604.5205073362,3373.6784970617,
BA,2909604,Crisópolis,300.1829103689,607.048918433,1029.883966474,2186.6510611437,5259.3211958859,
BA,2909703,Cristópolis,194.0345808469,500.4503617813,1082.8536377042,3201.6286760747,4456.7149888746,
BA,2909802,Cruz das Almas,8417.5815541011,11096.1495094848,12271.1184525707,28544.7687110357,43277.8676320101,
BA,2909901,Curaçá,1328.661303848,2672.6116181263,4510.0805538863,6955.5540198581,9092.8597712778,
BA,2910008,Dário Meira,621.1008886912,630.1154869842,536.2965937396,2132.5419982959,6868.8132106507,
BA,2910057,Dias d'Ávila,,,,,27433.6522847818,
BA,2910107,Dom Basílio,256.8104746504,635.9612669511,1321.2210359613,2947.6028637535,2719.7313110172,
BA,2910206,Dom Macedo Costa,97.587980367,247.862923097,528.1456238328,1201.6474598531,1762.5998174622,
BA,2910305,Elísio Medrado,767.7682042137,730.7797691196,583.5388707966,1776.9926737823,2885.6469859864,
BA,2910404,Encruzilhada,2058.8590867702,2251.4694374211,2065.5341043328,6273.3503790107,9795.6616765948,
BA,2910503,Entre Rios,4000.6316200979,4833.6232856665,4899.4115151497,11830.4815489603,14801.2350367069,
BA,2910602,Esplanada,3737.8289010391,5008.1862836253,5629.481713651,8192.2363645644,9682.5374777505,
BA,2910701,Euclides da Cunha,3429.9416764307,7709.4303110147,14537.3323830754,20438.1139167394,19088.677909719,
BA,2910727,Eunápolis,,,,,80165.743027047,
BA,2910750,Fátima,,,,,6800.0978874478,
BA,2910776,Feira da Mata,,,,,1582.6953773006,
BA,2910800,Feira de Santana,73969.2161285032,123662.276324502,173440.428671225,339230.996247003,517051.094011904,
BA,2910859,Filadélfia,,,,,1810.7726697506,
BA,2910909,Firmino Alves,939.92633722,1336.2229647609,1593.6425815642,3474.0139515075,5306.8313717748,
BA,2911006,Floresta Azul,509.816349676,1525.4156064414,3829.0363841819,5955.6778004972,8004.2550339662,
BA,2911105,Formosa do Rio Preto,127.929662372,691.442163309,3135.2151232107,6775.117888781,17675.8578998272,
BA,2911204,Gandu,2141.609128602,3955.1585575598,6127.9395041794,20162.1024343622,25535.1364114603,
BA,2911253,Gavião,,,,,3609.6271641166,
BA,2911303,Gentio do Ouro,640.5043467758,417.7609034422,228.5916631787,724.0747135885,3478.222402457,
BA,2911402,Glória,2404.3167326699,1521.4365846861,807.6866655104,2771.1714193644,6675.4804039396,
BA,2911501,Gongogi,1467.2438451685,661.3873037441,250.1130156917,1282.9259732496,5674.4696714256,
BA,2911600,Governador Mangabeira,1257.4201758802,1649.0865115494,1814.4012479725,3326.9926426166,7157.9967021609,
BA,2911659,Guajeru,,,,,4244.5819683511,
BA,2911709,Guanambi,5607.5993864743,8760.5040536078,11481.7501418839,30204.2235074886,66405.1312531164,
BA,2911808,Guaratinga,1277.3943239086,1114.4978698456,815.7562032724,2873.4086776053,7699.3978544713,
BA,2911857,Heliópolis,,,,,3576.6703750139,
BA,2911907,Iaçu,1491.8786277368,2088.087631,2451.8326876384,6458.7527842186,16889.0549525402,
BA,2912004,Ibiassucê,887.9935523462,1559.9615252948,2299.0310847962,3096.0463947532,2937.4345319759,
BA,2912103,Ibicaraí,6220.5203859729,6017.2322359451,4883.0785535669,15852.7843428685,37928.4993127624,
BA,2912202,Ibicoara,269.1754234298,413.6127328143,533.1866613584,1353.9385998026,4245.6368194774,
BA,2912301,Ibicuí,2528.7271403895,3059.907909968,3106.2873232563,6792.4377206637,9982.5650989202,
BA,2912400,Ibipeba,500.4950805961,424.7878204791,302.4622515342,1112.8745197952,4147.4880384086,
BA,2912509,Ibipitanga,99.300050198,252.3728789467,538.0997340852,1250.1394537245,2959.2671212568,
BA,2912608,Ibiquera,356.6812147919,535.1414935172,673.5718010031,1546.0940925687,4245.2795265317,
BA,2912707,Ibirapitanga,1323.1446343925,2763.0507590905,4840.5787295051,6465.2705784589,5969.2408647127,
BA,2912806,Ibirapuã,686.9204621941,805.9292619909,793.2576650238,1640.416273913,1876.1250560441,
BA,2912905,Ibirataia,1100.9560163248,3708.9873186875,10482.5660939406,10127.6165808793,12743.3060203381,
BA,2913002,Ibitiara,671.4167187246,1239.6859535519,1920.251402846,5601.0194037581,4310.1231482741,
BA,2913101,Ibititá,952.1010560181,1816.5154236533,2907.5153359018,4658.4847542148,8435.8927333096,
BA,2913200,Ibotirama,1150.8913863956,1671.1771812353,2035.8113715379,7620.705103902,21334.4239384292,
BA,2913309,Ichu,564.127009315,1103.1439700064,1809.7324716795,4333.5097517031,6072.5603478465,
BA,2913408,Igaporã,1133.3902281232,1468.0930594596,1595.3449011594,2286.3859226993,4578.8128766742,
BA,2913457,Igrapiúna,,,,,5356.272924533,
BA,2913507,Iguaí,3535.4242010186,2187.071139201,1135.0400092574,4502.1258965794,10298.066141201,
BA,2913606,Ilhéus,49950.8738143522,77763.6559446465,101563.376771061,215737.201857113,299560.519377327,
BA,2913705,Inhambupe,2729.705115551,2646.7356839862,2152.9418173051,4053.7539809997,8959.1822755948,
BA,2913804,Ipecaetá,597.3221410384,1281.4882684377,2306.468554007,2982.1506944814,3768.2913383924,
BA,2913903,Ipiaú,8545.6063314637,12334.0342885716,14934.6243059078,31516.9531303838,38388.2249987078,
BA,2914000,Ipirá,3027.2248061828,5025.6908863202,6999.6085690527,16353.2251566878,26723.716196932,
BA,2914109,Ipupiara,274.6920928851,295.9868881311,267.5627609725,1144.6364042105,5766.4471167852,
BA,2914208,Irajuba,302.2754401624,627.6012948801,1093.1800091893,1082.8118907636,1962.0859735666,
BA,2914307,Iramaia,249.2012754015,440.9572534351,654.5903558587,841.4240012512,2238.5232311376,
BA,2914406,Iraquara,228.275977467,826.07052973,2507.84636999,4658.9924411779,5910.4297410019,
BA,2914505,Irará,2603.1070630474,2360.6811044453,1796.0130941676,4951.9224211882,13058.0224662618,
BA,2914604,Irecê,7095.0076096523,11444.3368265815,15486.5713823038,31397.8710260784,46214.1830245842,
BA,2914653,Itabela,,,,,11177.2207284697,
BA,2914703,Itaberaba,9901.850982589,13317.8299155249,15027.1777548773,31996.9991546589,62701.50897625,
BA,2914802,Itabuna,70098.5115855803,106541.275671407,135848.194238601,254009.831357065,260476.898559975,
BA,2914901,Itacaré,1469.526604943,2189.1133003472,2735.8098423385,5686.5296195706,9439.1105350258,
BA,2915007,Itaeté,1290.8055375847,1165.7295320768,883.2052853647,2287.4278139928,2951.2327756447,
BA,2915106,Itagi,505.3459451172,1250.6908916317,2596.7974159892,3960.9824411861,4409.6046122744,
BA,2915205,Itagibá,900.738961088,2050.4333702715,3915.7887622758,11146.6669990326,14921.1997851863,
BA,2915304,Itagimirim,440.3824065298,495.876235543,468.4287177606,1919.3894052433,5004.0809302399,
BA,2915353,Itaguaçu da Bahia,,,,,1851.2571509438,
BA,2915403,Itaju do Colônia,753.3107256408,1687.3356673346,3170.7040273906,5134.2196119663,10184.4619583149,
BA,2915502,Itajuípe,3710.1504387713,6052.7572005339,8284.0339087985,15416.9993819582,17211.1660248365,
BA,2915601,Itamaraju,3499.7560795392,5558.0746772391,7405.2182038023,24993.3415304937,46688.7765907801,
BA,2915700,Itamari,1129.6807434894,2093.5099757379,3254.7769001537,6147.1295855289,7534.0607793884,
BA,2915809,Itambé,2393.3785087498,3507.8713533687,4313.2319162341,7666.2518486714,12414.9072476331,
BA,2915908,Itanagra,262.517374087,639.562881059,1307.1798075921,2365.6106042688,2057.1457049402,
BA,2916005,Itanhém,1207.294575828,1857.59984953,2397.827664855,6065.3439081739,9635.5049246898,
BA,2916104,Itaparica,4858.0932604579,7667.5821009542,10152.6146770075,14944.5323625735,13159.0561002196,
BA,2916203,Itapé,319.9668284161,732.0693864888,1405.1620662044,3507.8227047431,8622.3204553803,
BA,2916302,Itapebi,1185.2278980062,2209.8216479643,3456.5230996482,5409.6117066373,6129.5486914524,
BA,2916401,Itapetinga,8591.7371019103,14329.2680751955,20049.0554601289,38876.7063659189,61831.6309851037,
BA,2916500,Itapicuru,1510.8065108685,2552.8305532558,3618.7785867115,7030.1202453159,10549.6811324313,
BA,2916609,Itapitanga,1163.2563351751,747.0698991313,402.5074578109,1467.3071697208,3890.1854660982,
BA,2916708,Itaquara,275.8334727726,506.0166283025,778.7704987195,1869.8128186486,3766.7806305119,
BA,2916807,Itarantim,523.1324483616,1007.6550577277,1628.317164298,4981.7997377267,10032.2684841065,
BA,2916856,Itatim,,,,,5215.7792128306,
BA,2916906,Itiruçu,697.1928811802,1260.8309992164,1912.8798548952,2879.6187610387,5680.085323042,
BA,2917003,Itiúba,2944.0943043886,5573.5448425602,8851.9339301023,13852.2733948108,15325.2125809776,
BA,2917102,Itororó,3445.2551899191,4665.3669332717,5300.0150118645,10347.1268541029,13956.5076371544,
BA,2917201,Ituaçu,3961.6344739473,2133.8426642076,964.2225138428,5994.3578734375,10817.2744604767,
BA,2917300,Ituberá,2071.3191505402,2786.2337450332,3144.2347026603,7424.6994077059,8650.2805962917,
BA,2917334,Iuiú,,,,,3227.9750296545,
BA,2917359,Jaborandi,,,,,3298.2187602388,
BA,2917409,Jacaraci,269.1754234298,424.873646818,562.6146873441,2175.214777559,6200.2559803455,
BA,2917508,Jacobina,9334.0144886401,18059.1648451025,29312.5590824245,57945.2376161999,60618.7169677421,
BA,2917607,Jaguaquara,2322.7080707257,3541.8032820134,4153.3495945289,15922.7505523854,29184.4906246708,
BA,2917706,Jaguarari,492.695651366,1550.5145086493,4093.5473785909,7612.2710656567,15673.40830791,
BA,2917805,Jaguaripe,1285.2888681292,778.9133184326,396.0083971241,1007.91778339,3896.8419197714,
BA,2917904,Jandaíra,587.2399520335,824.2742741992,970.6323869425,2355.0706327879,4208.8562210062,
BA,2918001,Jequié,24223.6955788805,34598.9457229601,41458.368975273,97528.6149350828,154472.188959027,
BA,2918100,Jeremoabo,2881.9842155196,3938.7810236854,4516.0522444936,12868.1274150027,18031.2184858142,
BA,2918209,Jiquiriçá,607.0238700807,1349.3314028484,2516.2765358212,4195.0521810447,3355.0752068264,
BA,2918308,Jitaúna,308.3627995616,819.5023132724,1827.1124179793,6023.3435507029,15297.2315209667,
BA,2918357,João Dourado,,,,,2925.7129241482,
BA,2918407,Juazeiro,29336.7921291671,46074.2445511486,60705.8723247882,125301.547399007,189275.214998302,
BA,2918456,Jucuruçu,,,,,7012.3521625279,
BA,2918506,Jussara,0,732.1464911826,843.4198661242,1493.6520362657,2874.217453838,
BA,2918555,Jussari,,,,,6411.4638119815,
BA,2918605,Jussiape,1083.9304330054,986.4289730504,753.1077399931,1890.4022422554,4151.1180217435,
BA,2918704,Lafaiete Coutinho,61.3491689441,239.6302848651,785.2385376368,1187.0059460019,2203.3834485561,
BA,2918753,Lagoa Real,,,,,2486.0168665678,
BA,2918803,Laje,1132.6293081983,1825.2982247395,2467.7817548253,3195.2447595184,5959.4665511328,
BA,2918902,Lajedão,185.4742316919,282.3632115841,360.628069137,985.3022215662,2120.2375808337,
BA,2919009,Lajedinho,404.4289400787,580.5668772168,699.1802716331,1577.6675305129,3631.746643885,
BA,2919058,Lajedo do Tabocal,,,,,3722.650132798,
BA,2919108,Lamarão,771.9532638005,798.9497282335,693.7049293359,1650.7450993786,2770.2594026202,
BA,2919157,Lapão,,,,,5587.4237485777,
BA,2919207,Lauro de Freitas,4514.7281443514,11339.2703616582,23892.7147308563,66971.0240211838,170374.342424304,
BA,2919306,Lençóis,1194.2638221142,1753.1282163783,2159.0065732206,2950.0467260167,4397.3377665488,
BA,2919405,Licínio de Almeida,806.9555803455,1296.3394871379,1747.0878861214,3418.2680365868,4601.77172406,
BA,2919504,Livramento de Nossa Senhora,2204.480137396,3180.5038276937,3849.5727955168,10977.1632424859,22215.9040285739,
BA,2919553,Luís Eduardo Magalhães,,,,,,
BA,2919603,Macajuba,1692.8566028983,763.7939851253,289.1073798125,922.6290221242,3815.0118475431,
BA,2919702,Macarani,1251.8083914341,2031.4542978592,2765.6876839806,4643.9235466142,5742.6852306888,
BA,2919801,Macaúbas,2313.1965716645,2204.6813785858,1762.81204548,6091.6103765873,10322.2330012364,
BA,2919900,Macururé,353.8277650736,343.6286782782,279.9714687277,788.5104363148,3304.9951081423,
BA,2919926,Madre de Deus,,,,,10993.8042872452,
BA,2919959,Maetinga,,,,,3421.3906935464,
BA,2920007,Maiquinique,291.4323312328,457.9578074798,603.7262872258,866.6337371364,1557.465768568,
BA,2920106,Mairi,3506.1287839103,4092.8531730046,4008.2181241677,5935.6430753437,6409.0841086688,
BA,2920205,Malhada,855.0837655946,828.0926279303,672.7846236049,2964.8871585262,7684.6976035121,
BA,2920304,Malhada de Pedras,114.1379887335,400.6566706673,1179.8897323502,2778.9339818265,4108.8012253459,
BA,2920403,Manoel Vitorino,547.7672309299,827.7049139069,1049.2570614569,2820.506250366,5592.8831952615,
BA,2920452,Mansidão,,,,,3814.9441167887,
BA,2920502,Maracás,2478.3161953655,3272.4236769125,3625.0100846374,8865.6537606733,12825.9263787049,
BA,2920601,Maragogipe,2667.4999116913,4299.060190454,5812.5877074643,10612.8439632193,14492.2767314541,
BA,2920700,Maraú,2058.668856789,1643.197846231,1100.3227715908,3653.1491038916,6604.4229949557,
BA,2920809,Marcionílio Souza,2366.4609664068,1515.9593191902,814.7092185555,1851.4112529498,3936.3372589205,
BA,2920908,Mascote,573.8287383573,988.8387360974,1429.5374215013,4089.8005040503,8202.2909476809,
BA,2921005,Mata de São João,3908.0847342332,6803.2163093283,9935.5398457141,14462.6127369118,13587.089580676,
BA,2921054,Matina,,,,,3642.5630596904,
BA,2921104,Medeiros Neto,1051.9717961599,2372.5324332571,4488.9741175391,11714.7397890186,25961.2044837122,
BA,2921203,Miguel Calmon,2359.3273421109,1649.7187770427,967.7396069472,4290.7006695108,12182.9581751689,
BA,2921302,Milagres,521.8008384931,1159.0269280113,2159.778239734,2497.8273680362,2483.3336717072,
BA,2921401,Mirangaba,37.0948463384,127.0286932554,364.9362173606,1721.9405229669,7271.4024407573,
BA,2921450,Mirante,,,,,2832.2596264216,
BA,2921500,Monte Santo,2636.016849799,2280.3444872485,1654.9299647118,5149.5005215995,7449.3312422116,
BA,2921609,Morpará,687.6813821191,804.2322424215,789.0464598293,1228.7611783013,2889.0689963498,
BA,2921708,Morro do Chapéu,2032.6073493614,2805.3629007638,9651.4773811482,14869.5338773489,33901.2223258802,
BA,2921807,Mortugaba,159.5078392549,352.5223724243,653.6092924019,1894.9572084311,4929.7435624105,
BA,2921906,Mucugê,854.7033056323,1332.9038196654,1743.8499889417,3114.422969327,3001.1410043812,
BA,2922003,Mucuri,1060.056570362,2365.8492128904,4429.6760053535,11808.4227164908,28015.9248451813,
BA,2922052,Mulungu do Morro,,,,,318.532552216,
BA,2922102,Mundo Novo,1968.9754206427,2797.3951526249,3334.2197738355,5058.4198783542,7907.1199407386,
BA,2922201,Muniz Ferreira,104.4362596912,407.2768449934,1332.4625496434,3042.8799919064,3457.77749915,
BA,2922250,Muquém de São Francisco,,,,,1738.9205365116,
BA,2922300,Muritiba,3136.8923903575,4082.5277590403,4457.4404889561,11507.597108733,17677.9661347922,
BA,2922409,Mutuípe,1201.207216429,1968.6070544913,2706.6183573443,5839.8619917843,12208.099022098,
BA,2922508,Nazaré,4579.2161079858,6356.0951885273,7401.4451811006,14671.4232968905,23166.8307453453,
BA,2922607,Nilo Peçanha,426.1151579381,583.0708316527,669.3334517605,2288.9365709552,7150.6672573037,
BA,2922656,Nordestina,,,,,2994.3766450565,
BA,2922706,Nova Canaã,589.7129417895,1121.7107972406,1789.9793600218,4203.1245288777,8653.6194202248,
BA,2922730,Nova Fátima,,,,,7823.9795687937,
BA,2922755,Nova Ibiá,,,,,5734.5459689835,
BA,2922805,Nova Itarana,368.1901286559,442.5407803997,446.2326417634,1265.5783306254,1595.0463278148,
BA,2922854,Nova Redenção,,,,,4682.2081297945,
BA,2922904,Nova Soure,1234.4023481523,2293.6998013742,3575.5536287903,10074.6786709528,20787.5117511204,
BA,2923001,Nova Viçosa,1135.0071829635,1317.2817509481,1282.5834221884,4046.120926224,6913.5271935008,
BA,2923035,Novo Horizonte,,,,,1389.4906481771,
BA,2923050,Novo Triunfo,,,,,4585.0021919825,
BA,2923100,Olindina,1121.5008542967,1791.8522225538,2401.7713072884,5270.3122948207,10100.0059400475,
BA,2923209,Oliveira dos Brejinhos,1272.2581144154,1410.4374585939,1311.7749071826,2732.7023644312,5694.1470101198,
BA,2923308,Ouriçangas,278.401577519,457.0321073857,629.431700885,1285.1974822152,2682.5986884361,
BA,2923357,Ourolândia,,,,,5199.9258994552,
BA,2923407,Palmas de Monte Alto,723.4446185888,812.1865893345,764.9503004571,2476.4020083147,7271.2038913421,
BA,2923506,Palmeiras,1055.0154758594,1312.5065991992,1369.843781756,4811.7222023961,10002.6477544097,
BA,2923605,Paramirim,1703.8899418091,1304.0164840043,1694.626196365,2076.0038258086,7544.4621891952,
BA,2923704,Paratinga,1838.0020785709,2486.0893552174,2821.0731755019,2399.6585787424,4284.1822125848,
BA,2923803,Paripiranga,2414.4940366654,3258.3145887787,3688.8141088264,6728.7785458397,5136.7788234533,
BA,2923902,Pau Brasil,2108.8895718315,1753.8734207579,1223.684715284,2773.4724999304,7163.2971361636,
BA,2924009,Paulo Afonso,14961.5880231426,21131.0486449576,25037.5188420285,56928.6577894828,98117.6961950015,
